dataset_name,machine_type,section,domain,split,label,audio_path
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0474_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0475_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0476_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0477_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0478_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0479_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0480_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0481_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0482_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0483_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0484_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0485_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0486_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0487_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0488_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0489_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0490_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0491_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0492_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0493_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0494_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0495_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0496_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0497_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0498_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0499_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0500_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0501_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0502_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0503_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0504_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0505_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0506_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0507_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0508_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0509_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0510_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0511_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0512_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0513_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0514_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0515_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0516_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0517_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0518_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0519_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0520_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0521_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0522_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0523_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0524_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0525_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0526_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0527_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0528_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0529_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0530_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0531_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0532_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0533_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0534_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0535_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0536_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0537_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0538_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0539_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0540_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0541_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0542_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0543_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0544_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0545_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0546_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0547_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0548_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0549_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0550_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0551_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0552_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0553_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0554_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0555_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0556_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0557_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0558_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0559_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0560_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0561_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0562_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0563_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0564_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0565_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0566_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0567_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0568_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0569_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0570_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0571_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0572_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0573_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0574_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0575_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0576_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0577_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0578_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0579_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0580_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0581_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0582_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0583_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0584_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0585_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0586_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0587_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0588_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0589_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0590_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0591_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0592_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0593_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0594_mdl_A_spd_1.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0595_mdl_A_spd_2.wav
dcase2024_additional,3DPrinter,section_00,source,train,normal,C:/Users/LENOVO/Desktop/acoustic-anomaly-detection/data/raw/dcase2024_additional/unpacked/3DPrinter/train/section_00_source_train_normal_0596_mdl_A_spd_2.wav
